ID	scientificName	authorship	rank	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpither	appendedPhrase	publishedInID	publishedInPage	publishedInYear	original	code	status	link	remarks
1019	Sepidium cylindrigerum Fairmaire, 1882	Fairmaire, 1882	species	Sepidium													
1062	Vieta erecticollis Ancey, 1881	Ancey, 1881	species	Vieta													
1295	Somaticus (Trachyderes) zinni Koch, 1955	Koch, 1955	species	Somaticus													
1351	Somaticus (Bechuanitis) bohemani gaerdesi Koch, 1955	Koch, 1955	subsp.	Somaticus			gaerdesi										
299	Psammodes rusticus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
609	Oxura rufotibiata Louw, 1979	Louw, 1979	species	Oxura													
1358	Somaticus (Ceromelaephus) strangulatus auobensis Koch, 1955	Koch, 1955	subsp.	Somaticus			auobensis										
659	Psammodes tentyriiniformis Hesse, 1935	Hesse, 1935	species	Psammodes													
641	Synhimba cordiforme Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Synhimba													
1272	Somaticus (Tracheloeum) similis Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
499	Phrynocolus lateritius Wilke, 1921	Wilke, 1921	species	Phrynocolus													
114	Distretus (Perdistretus) angustipennis Péringuey, 1892	Péringuey, 1892	species	Distretus													
321	Psammodes tomentosus Solier, 1843	Solier, 1843	species	Psammodes													
1054	Vieta apicorne Fairemaire, 1882	Fairemaire, 1882	species	Vieta													
925	Phanerotoma suturalis Solier, 1843	Solier, 1843	species	Phanerotoma													
937	Moluris procrustes Westwood, 1875	Westwood, 1875	species	Moluris													
370	Psammophanes (Psammophrynopsis) frommi Wilke, 1921	Wilke, 1921	species	Psammophanes													
639	Stenethmus szunyoghyi Kaszab, 1972	Kaszab, 1972	species	Stenethmus													
1324	Trachynotus meracus Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
938	Phanerotomea protectus Koch, 1952	Koch, 1952	species	Phanerotomea													
677	Ocnodes (Ocnodes) bushmanicus Koch, 1952	Koch, 1952	species	Ocnodes													
1219	Somaticus (Acromaticus) licinoides Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
1037	Sepidium penicilligerum Karsch, 1881	Karsch, 1881	species	Sepidium													
1184	Ethmus (Ethmus) cinereosparsus Gebien, 1910	Gebien, 1910	species	Ethmus													
452	Phrynocolus parvulus Gestro, 1895	Gestro, 1895	species	Phrynocolus													
512	Psammodes manifestus Péringuey 1899	Péringuey 1899	species	Psammodes													
1403	Trachynotus nitens Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
350	Psammophanes (Psammophanes) granuliger Koch, 1953	Koch, 1953	species	Psammophanes													
bd9d7711-03b0b-c4cb2-2de26-a199b6b36	Echinotus		genus														
768	Ocnodes (Ocnodes) semirasus Koch, 1952	Koch, 1952	species	Ocnodes													
1341	Ethmus (Ethmophobes) latus kaokoanus Koch, 1958	Koch, 1958	subsp.	Ethmus			kaokoanus										
955	Psammodes similis Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1142	Sepidium angustatum Solier, 1843	Solier, 1843	species	Sepidium													
1390	Cyrtoderes curculioides Solier, 1843	Solier, 1843	species	Cyrtoderes													
1412	Trachynotus rugulosicollis Hesse, 1935	Hesse, 1935	species	Trachynotus													
41	Triangulipenna lacuna Louw, 1979	Louw, 1979	species	Triangulipenna													
96	Brachyphrynus wachei Wilke, 1921	Wilke, 1921	species	Brachyphrynus													
409	Psammodes gibbus coelata Solier, 1843	Solier, 1843	subsp.	Psammodes			coelata										
543	Psammodes karrooensis Péringuey, 1899	Péringuey, 1899	species	Psammodes													
909	Phanerotomea melleus Koch, 1952	Koch, 1952	species	Phanerotomea													
1392	Phligra hamaticollis Péringuey, 1904	Péringuey, 1904	species	Phligra													
69	Amiantus rusticus Fåhraeus, 1870	Fåhraeus, 1870	species	Amiantus													
1001	Sepidiostenus erinaceus Fairmaire, 1887	Fairmaire, 1887	species	Sepidiostenus													
883	Psammodes globosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
921	Phanerotomea notaticollis Koch, 1952	Koch, 1952	species	Phanerotomea													
1387	Brachycerus cristatus Fabricius, 1798	Fabricius, 1798	species	Brachycerus													
91	Brachyphrynus petrosus Gerstaecker, 1871	Gerstaecker, 1871	species	Brachyphrynus													
579	Psammodes neavei Gebien, 1910	Gebien, 1910	species	Psammodes													
b6f9f068-14049-0ec30-77638-09e6630ed	Psammostretus		subgenus														
77a24fb5-73808-00131-9c2e3-3987611b9	Decoriplus		genus														
697	Ocnodes (Ocnodes) fettingi Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Ocnodes													
1280	Somaticus (Trachyderes) dubius Péringuey, 1885	Péringuey, 1885	species	Somaticus													
1297	Somaticus (Trichotrachys) funestus Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
823	Ocnodes (Ocnodes) brunnescens molestus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	subsp.	Ocnodes			molestus										
11	Brinckia oblonga Thunberg, 1787	Thunberg, 1787	species	Brinckia													
150	Moluris semiscabra Solier, 1843	Solier, 1843	species	Moluris													
1415	Trachynotus strangulatus Gebien, 1920	Gebien, 1920	species	Trachynotus													
1478	Sepidium vittatum Thunberg, 1791	Thunberg, 1791	species	Sepidium													
1348	Ossiporis terrena rhodesiana Koch, 1953	Koch, 1953	subsp.	Ossiporis			rhodesiana										
514	Psammodes illotus Péringuey, 1904	Péringuey, 1904	species	Psammodes													
513	Moluris dejeani Solier, 1843	Solier, 1843	species	Moluris													
77	Arturium dallastai Ardoin, 1977	Ardoin, 1977	species	Arturium													
373	Psammophanes (Psammophrynus) poccilator Koch, 1953	Koch, 1953	species	Psammophanes													
712	Ocnodes (Ocnodes) humeralis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
800	Tarsocnodes ephialtes Koch, 1952	Koch, 1952	species	Tarsocnodes													
5f819269-04a6d-9c6bd-ba546-98216dadd	Sepidiopsis		genus														
1073	Vieta luctuosa Fairmaire, 1894	Fairmaire, 1894	species	Vieta													
557	Psammodes antinorii Gridelli, 1939	Gridelli, 1939	species	Psammodes													
567	Psammodes pilosiusculus Gebien, 1913	Gebien, 1913	species	Psammodes													
201	Psammodes comatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
384	Psammophanes (Somalarabes) benardellii Koch, 1965	Koch, 1965	species	Psammophanes													
952	Phanerotomea semirasus Koch, 1952	Koch, 1952	species	Phanerotomea													
962	Phanerotomea temulentus Koch, 1952	Koch, 1952	species	Phanerotomea													
575	Psammodes terrenus Lesne, 1922	Lesne, 1922	species	Psammodes													
906	Phanerotomea maputoensis Koch, 1952	Koch, 1952	species	Phanerotomea													
751	Ocnodes (Ocnodes) planus Koch, 1952	Koch, 1952	species	Ocnodes													
1253	Somaticus (Somaticus) glabriventris Koch, 1955	Koch, 1955	species	Somaticus													
292	Psammodes retrospinosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
379	Psammophanes (Psammostretus) punctipilus Koch, 1953	Koch, 1953	species	Psammophanes													
1285	Somaticus (Trachyderes) gracilipes Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
1108	Sepidium tricuspidatum multispinosum Solier, 1843	Solier, 1843	subsp.	Sepidium			multispinosum										
507	Amiantus manicanus Péringuey, 1899	Péringuey, 1899	species	Amiantus													
1118	Sepidium douei Solier, 1843	Solier, 1843	species	Sepidium													
327	Psammodes tumidipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
683	Ocnodes (Ocnodes) concinnus Fåhraeus, 1870	Fåhraeus, 1870	species	Ocnodes													
791	Ocnodes (Ocnodes) warmeloi Koch, 1953	Koch, 1953	species	Ocnodes													
1150	Sepidium macrotys Antoine, 1951	Antoine, 1951	species	Sepidium													
a6e076b9-e1b6a-e8bfb-78a18-c84ca573b	Sulcipectus		genus														
782	Ocnodes (Ocnodes) transversicollis Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Ocnodes													
1009	Sepidium barbarum Solier, 1843	Solier, 1843	species	Sepidium													
1269	Somaticus (Tracheloeum) marginatus Thunberg, 1787	Thunberg, 1787	species	Somaticus													
72e0d009-398ba-7362f-baee5-e48a6eca0	Trichotrichus		subgenus														
850	Phanerotomea brevicornis Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Phanerotomea													
674	Ocnodes (Ocnodes) brevicornis Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Ocnodes													
1248	Somaticus (Diacis) distinctus Péringuey, 1892	Péringuey, 1892	species	Somaticus													
1186	Ethmus (Ethmus) gedyei Koch, 1954	Koch, 1954	species	Ethmus													
1352	Somaticus (Bechuanitis) bohemani scherzi Koch, 1955	Koch, 1955	subsp.	Somaticus			scherzi										
1368	Somaticus (Tracheloeum) carinatus chevrolati Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	subsp.	Somaticus			chevrolati										
1397	Phligra minuta Péringuey 1904	Péringuey 1904	species	Phligra													
43a9c281-b9182-d38b6-1ada7-a23a8984f	Distretus		subgenus														
dde8e430-7487f-26e91-6d1eb-f1d324140	Tarsocnodes		genus														
1191	Ethmus (Ethmus) pustulatus Koch, 1954	Koch, 1954	species	Ethmus													
550	Psammodes interventor Péringuey, 1908	Péringuey, 1908	species	Psammodes													
568	Phrynocolus plicatus Gerstaecker, 1871	Gerstaecker, 1871	species	Phrynocolus													
1117	Sepidium pradieri Guérin-Méneville, 1858	Guérin-Méneville, 1858	species	Sepidium													
671	Ocnodes (Ocnodes) bellmarleyi Koch, 1952	Koch, 1952	species	Ocnodes													
809	Tarsocnodes molossa Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Tarsocnodes													
301	Psammodes scabratus Solier, 1843	Solier, 1843	species	Psammodes													
701	Ocnodes (Ocnodes) fulgidus Koch, 1952	Koch, 1952	species	Ocnodes													
992	Dimoniacis puccionii Ferrer, 1995	Ferrer, 1995	species	Dimoniacis													
1375	Somaticus (Trachyderes) gunvorae amnigenus Koch, 1955	Koch, 1955	subsp.	Somaticus			amnigenus										
472	Moluris variolosus Guérin-Méneville, 1854	Guérin-Méneville, 1854	species	Moluris													
520	Phanerotomea granulatus Solier, 1843	Solier, 1843	species	Phanerotomea													
206	Psammodes dejeani Solier, 1843	Solier, 1843	species	Psammodes													
229	Psammodes glabratus Harold, 1878	Harold, 1878	species	Psammodes													
269	Psammodes perfidus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
318	Psammodes tenuipes Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
329	Psammodes uniformis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
745	Ocnodes (Ocnodes) overlaeti Koch, 1952	Koch, 1952	species	Ocnodes													
1278	Somaticus (Trachyderes) braunsi Koch, 1955	Koch, 1955	species	Somaticus													
165	Phrynophanes cryptisculptus Koch, 1969	Koch, 1969	species	Phrynophanes													
209	Psammodes diabolicus Koch, 1952	Koch, 1952	species	Psammodes													
1281	Somaticus (Trachyderes) dutoiti Koch, 1955	Koch, 1955	species	Somaticus													
1119	Sepidium servillei Solier, 1843	Solier, 1843	species	Sepidium													
1133	Sepidium serratum Solier, 1843	Solier, 1843	species	Sepidium													
261	Psammodes nigrisaxicola Koch, 1953	Koch, 1953	species	Psammodes													
1066	Vieta grisea Gridelli, 1939	Gridelli, 1939	species	Vieta													
1321	Trachynotus elongatus Olivier, 1795	Olivier, 1795	species	Trachynotus													
16	Hypomelus inaequalis Solier, 1843	Solier, 1843	species	Hypomelus													
702	Ocnodes (Ocnodes) funestus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1082	Vieta punctipennis Reitter, 1914	Reitter, 1914	species	Vieta													
400	Melanolophus sexcostatus gibbithorax Koch, 1956	Koch, 1956	subsp.	Melanolophus			gibbithorax										
570	Psammodes plicipennis Fairmaire, 1891	Fairmaire, 1891	species	Psammodes													
282	Psammodes procustes Westwood, 1875	Westwood, 1875	species	Psammodes													
606	Oxura femoralis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Oxura													
778	Ocnodes (Ocnodes) temulentus Koch, 1952	Koch, 1952	species	Ocnodes													
394f3f4a-fd3c0-10dd5-6151f-c6b10c415	Somaticus		subgenus														
828	Ocnodes (Ocnodes) muliebris curtus Koch, 1952	Koch, 1952	subsp.	Ocnodes			curtus										
503	Amiantus bufo Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Amiantus													
524	Moluris hirtus Bertoloni, 1849	Bertoloni, 1849	species	Moluris													
569	Psammodes sulcatus Gebien 1910	Gebien 1910	species	Psammodes													
281	Psammodes procerus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
0f7eb93e-d1622-3694e-179b2-8e361597a	Psammotyria		genus														
1126	Sepidium genei Solier, 1843	Solier, 1843	species	Sepidium													
1271	Somaticus (Tracheloeum) silphoides Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
826	Ocnodes (Ocnodes) imitator invadens Koch, 1952	Koch, 1952	subsp.	Ocnodes			invadens										
526	Phanerotoma ovatus Solier, 1843	Solier, 1843	species	Phanerotoma													
532	Hypomelus procerus Fåhraeus, 1870	Fåhraeus, 1870	species	Hypomelus													
360	Psammophanes (Psammophanes) plicatoides Koch, 1953	Koch, 1953	species	Psammophanes													
715	Ocnodes (Ocnodes) imitator Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
750	Ocnodes (Ocnodes) perlucidus Koch, 1952	Koch, 1952	species	Ocnodes													
1249	Somaticus (Diacis) regalis Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Somaticus													
1284	Somaticus (Trachyderes) goryi Solier, 1843	Solier, 1843	species	Somaticus													
891	Tarsocnodes humerangula Koch, 1952	Koch, 1952	species	Tarsocnodes													
1134	Sepidium remotum Sahlberg, 1903	Sahlberg, 1903	species	Sepidium													
1138	Sepidium mittrei Solier, 1843	Solier, 1843	species	Sepidium													
390	Psammotyria lateridens Fairmaire, 1887	Fairmaire, 1887	species	Psammotyria													
735	Ocnodes (Ocnodes) monacha Koch, 1952	Koch, 1952	species	Ocnodes													
905	Phanerotomea luxurosus Koch, 1952	Koch, 1952	species	Phanerotomea													
792	Ocnodes (Ocnodes) zanzibaricus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Ocnodes													
1185	Ethmus (Ethmus) dollmani Koch, 1954	Koch, 1954	species	Ethmus													
362	Psammophanes (Psammophanes) praetenuis Koch, 1953	Koch, 1953	species	Psammophanes													
780	Ocnodes (Ocnodes) tibialis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1178	Ethmus (Ethmophobes) paradisiacus Koch, 1958	Koch, 1958	species	Ethmus													
1198	Histrionotus omercooperi Koch, 1955	Koch, 1955	species	Histrionotus													
19	Hypomelus obliteratus Solier, 1843	Solier, 1843	species	Hypomelus													
178	Physophrynus bredoi Mal, 2005	Mal, 2005	species	Physophrynus													
667	Ocnodes (Ocnodes) adamantinus Koch, 1952	Koch, 1952	species	Ocnodes													
1342	Ethmus (Ethmophobes) paradisiacus angolanus Koch, 1958	Koch, 1958	subsp.	Ethmus			angolanus										
518	Phanerotoma grandis Solier, 1843	Solier, 1843	species	Phanerotoma													
900	Pimelia marginata Herbst, 1799	Herbst, 1799	species	Pimelia													
1386	Sepidium lacunosum Thunberg, 1787	Thunberg, 1787	species	Sepidium													
147	Moluris pseudonitida Péringuey, 1908	Péringuey, 1908	species	Moluris													
316	Psammodes subcostatus Solier, 1843	Solier, 1843	species	Psammodes													
692	Ocnodes (Ocnodes) dubiosus Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
995	Peringueyia dispar Péringuey, 1899	Péringuey, 1899	species	Peringueyia													
1312	Somaticus (Trichotrachys) zumpti Koch, 1955	Koch, 1955	species	Somaticus													
1105	Sepidium ruspolii spectabile Kulzer, 1960	Kulzer, 1960	subsp.	Sepidium			spectabile										
20	Hypomelus peringueyi Gebien 1910	Gebien 1910	species	Hypomelus													
2114efff-daaad-16c12-4ade6-fc2f4617f	Brachyphrynus		genus														
492	Phrynocolus niloticus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Phrynocolus													
7a32aab7-5a60f-ac27e-ec066-52ef82af1	Pterostichula		genus														
661	Ocnodes (Chiliarchum) arnoldi Koch, 1952	Koch, 1952	species	Ocnodes													
795	Tarsocnodes albarenarum Penrith, 1987	Penrith, 1987	species	Tarsocnodes													
994	Echinotus spinicollis Laporte, 1840	Laporte, 1840	species	Echinotus													
274	Psammodes pilosus Thunberg, 1787	Thunberg, 1787	species	Psammodes													
763	Ocnodes (Ocnodes) rufipes Harold, 1878	Harold, 1878	species	Ocnodes													
163	Phrynocolus menghallensis Wilke, 1922	Wilke, 1922	species	Phrynocolus													
331	Psammodes velutinus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
c35441fc-f8070-23756-f3c58-45978e5b2	Pygmaeodes		subgenus														
c4db8882-42273-61617-57fc9-b6d0d6a5e	Huilamus		genus														
793	Psammoryssus titanus Kolbe, 1886	Kolbe, 1886	species	Psammoryssus													
588	Psammodes quadricostatus Fairmaire, 1891	Fairmaire, 1891	species	Psammodes													
83	Arturium parvulus Gestro, 1895	Gestro, 1895	species	Arturium													
154	Phrynocolus (Phrynocolopsis) desaegeri Koch, 1969	Koch, 1969	species	Phrynocolus													
1188	Ethmus (Ethmus) nyassicus Koch, 1954	Koch, 1954	species	Ethmus													
1154	Sepidium furcifera Gerstaecker, 1884	Gerstaecker, 1884	species	Sepidium													
228	Psammodes glaber Koch, 1953	Koch, 1953	species	Psammodes													
686	Ocnodes (Ocnodes) cordiventris Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
638	Stenethmus rhodesianus Kaszab, 1972	Kaszab, 1972	species	Stenethmus													
724	Ocnodes (Ocnodes) luctuosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
578	Psammodes bisbicostatus Gebien, 1910	Gebien, 1910	species	Psammodes													
315	Psammodes subaeneus Harold, 1878	Harold, 1878	species	Psammodes													
364	Psammophanes (Psammophanes) raffrayi Lesne, 1922	Lesne, 1922	species	Psammophanes													
166	Phrynophanes discoideus Fairmaire, 1891	Fairmaire, 1891	species	Phrynophanes													
717	Ocnodes (Ocnodes) janssensi Koch, 1952	Koch, 1952	species	Ocnodes													
781	Ocnodes (Ocnodes) torosus Koch, 1952	Koch, 1952	species	Ocnodes													
1023	Sepidium gypsicola Escalera, 1913	Escalera, 1913	species	Sepidium													
576	Psammodes vagecostatus Fairmaire, 1882	Fairmaire, 1882	species	Psammodes													
1389	Phligra degeeri Laporte, 1840	Laporte, 1840	species	Phligra													
39	Trachynotidus rufozonatus Fairmaire, 1888	Fairmaire, 1888	species	Trachynotidus													
103	Distretus (Distretus) dissociatus Péringuey, 1899	Péringuey, 1899	species	Distretus													
720	Ocnodes (Ocnodes) lacustris Koch, 1952	Koch, 1952	species	Ocnodes													
483	Pimelia gibba Fabricius, 1787	Fabricius, 1787	species	Pimelia													
510	Phanerotoma convexus Solier, 1843	Solier, 1843	species	Phanerotoma													
656	Namibomodes halophilus Koch, 1958	Koch, 1958	species	Namibomodes													
942	Phanerotomea punctipleura Koch, 1952	Koch, 1952	species	Phanerotomea													
94	Brachyphrynus spissicornis Fairmaire, 1882	Fairmaire, 1882	species	Brachyphrynus													
241	Psammodes incongruens Péringuey, 1899	Péringuey, 1899	species	Psammodes													
748	Ocnodes (Ocnodes) papillosus Koch, 1952	Koch, 1952	species	Ocnodes													
1048	Sepidium variegatum Fabricius, 1792	Fabricius, 1792	species	Sepidium													
1310	Somaticus (Trichotrachys) varicollis Koch, 1955	Koch, 1955	species	Somaticus													
475	Dichtha acutecostatus Fairmaire, 1888	Fairmaire, 1888	species	Dichtha													
1400	Trachynotus licinoides Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
311	Psammodes spinosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
4e1c6780-ee556-78401-d9679-8b1ba0fd5	Phanerotomeina		subtribe														
211	Psammodes dilutus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
214	Psammodes dohrni Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
240	Psammodes hottentottus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
808	Tarsocnodes michaelis Penrith, 1986	Penrith, 1986	species	Tarsocnodes													
1086	Vieta russoi Gebien, 1937	Gebien, 1937	species	Vieta													
1088	Vieta sexcornuta Fairmaire, 1897	Fairmaire, 1897	species	Vieta													
26	Hypomelus setosocostatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Hypomelus													
168	Phrynophanes humilis Wilke, 1921	Wilke, 1921	species	Phrynophanes													
577	Phrynocolus frommi Wilke, 1921	Wilke, 1921	species	Phrynocolus													
1305	Somaticus (Trichotrachys) schalkwykae Koch, 1955	Koch, 1955	species	Somaticus													
820	Ocnodes (Chiliarchum) guerini lawrencii Koch, 1954	Koch, 1954	subsp.	Ocnodes			lawrencii										
340	Psammophanes (Psammolophus) lomii Gridelli, 1939	Gridelli, 1939	species	Psammophanes													
719	Ocnodes (Ocnodes) kulzeri Koch, 1952	Koch, 1952	species	Ocnodes													
1229	Somaticus (Acromaticus) saxicola Koch, 1955	Koch, 1955	species	Somaticus													
44	Iugidorsum cumstriis magnum Louw, 1979	Louw, 1979	subsp.	Iugidorsum			magnum										
484	Pimelia bistriata Herbst, 1799	Herbst, 1799	species	Pimelia													
527	Pimelia pilosus Thunberg, 1787	Thunberg, 1787	species	Pimelia													
24	Hypomelus reflexus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Hypomelus													
160	Phrynocolus (Phrynocolus) spinolai Solier, 1843	Solier, 1843	species	Phrynocolus													
553	Psammodes adventitus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1147	Sepidium subfurcatum Desbrochers des Loges, 1881	Desbrochers des Loges, 1881	species	Sepidium													
670	Ocnodes (Ocnodes) basilewskyi Koch, 1952	Koch, 1952	species	Ocnodes													
801	Tarsocnodes errans Péringuey, 1892	Péringuey, 1892	species	Tarsocnodes													
1007	Sepidium aliferum Erichson, 1841	Erichson, 1841	species	Sepidium													
1360	Somaticus (Ceromelaephus) strangulatus rehobothensis Koch, 1955	Koch, 1955	subsp.	Somaticus			rehobothensis										
1366	Somaticus (Somaticus) rugosus testaceipes Koch, 1955	Koch, 1955	subsp.	Somaticus			testaceipes										
851	Psammodes rugicollis Kolbe, 1883	Kolbe, 1883	species	Psammodes													
197	Psammodes carinatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
272	Psammodes pilosellus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammodes													
1423	Trachynotus bisbicostatus Gebien, 1920	Gebien, 1920	species	Trachynotus													
1464	Trachynotus lutulentus Péringuey, 1899	Péringuey, 1899	species	Trachynotus													
859	Phanerotomea complanatus Koch, 1952	Koch, 1952	species	Phanerotomea													
1152	Sepidium apicorne Fairemaire, 1882	Fairemaire, 1882	species	Sepidium													
1425	Pimelia leucophrys Herbst, 1799	Herbst, 1799	species	Pimelia													
1471	Trachynotus peregrinator Koch, 1953	Koch, 1953	species	Trachynotus													
1279	Somaticus (Trachyderes) cordipennis Koch, 1955	Koch, 1955	species	Somaticus													
1345	Ethmus (Ethmophobes) vernayi marginatus Koch, 1958	Koch, 1958	subsp.	Ethmus			marginatus										
723	Ocnodes (Ocnodes) licitus Peringuey, 1899	Peringuey, 1899	species	Ocnodes													
726	Ocnodes (Ocnodes) maputoensis Koch, 1952	Koch, 1952	species	Ocnodes													
1069	Vieta holdhausi Reitter, 1914	Reitter, 1914	species	Vieta													
1354	Somaticus (Bechuanitis) brucki poweri Hesse, 1935	Hesse, 1935	subsp.	Somaticus			poweri										
950	Phanerotomea scabricollis Gerstaecker, 1854	Gerstaecker, 1854	species	Phanerotomea													
7b8abb0e-8584c-ce81e-8a88a-9e9b6c657	Argenticrinis		genus														
600	Miripronotum prominoculatum Louw, 1979	Louw, 1979	species	Miripronotum													
471	Amiantus undatus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Amiantus													
676	Ocnodes (Ocnodes) buccinator Koch, 1952	Koch, 1952	species	Ocnodes													
559	Amiantus castanopterus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Amiantus													
587	Moluris lateridens Fairmaire, 1887	Fairmaire, 1887	species	Moluris													
945	Moluris rowleianus Westwood, 1864	Westwood, 1864	species	Moluris													
985	Psammodes laevipennis Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Psammodes													
216	Psammodes egregius Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
675	Ocnodes (Ocnodes) brunnescens Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1481	Somaticus (Trichotrachys) angulatus Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
649	Pterostichula (Ripicolodes) misanthropa kunenensis Koch, 1952	Koch, 1952	subsp.	Pterostichula			kunenensis										
479	Amiantus picteti Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Amiantus													
538	Phanerotomea rugulosus Solier, 1843	Solier, 1843	species	Phanerotomea													
2	Bombocnodulus crinicollis Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Bombocnodulus													
97	Dichtha (Distretus) cubica Guérin-Méneville, 1845	Guérin-Méneville, 1845	species	Dichtha													
706	Ocnodes (Ocnodes) globosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
747	Ocnodes (Ocnodes) pachysoma Péringuey, 1892	Péringuey, 1892	species	Ocnodes													
1206	Ossiporis undulicostis Koch, 1953	Koch, 1953	species	Ossiporis													
1326	Trachynotus plicipennis Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
1357	Somaticus (Ceromelaephus) strangulatus arborarius Koch, 1955	Koch, 1955	subsp.	Somaticus			arborarius										
858	Phanerotomea cinerarius Koch, 1952	Koch, 1952	species	Phanerotomea													
242	Psammodes infernalis Harold, 1878	Harold, 1878	species	Psammodes													
312	Psammodes splendens Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
870	Phanerotomea epronoticus Koch, 1952	Koch, 1952	species	Phanerotomea													
1426	Trachynotus stali Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
769	Ocnodes (Ocnodes) semiscabrum Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
873	Psammodes fettingi Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammodes													
894	Phanerotomea inflatus Koch, 1952	Koch, 1952	species	Phanerotomea													
234	Psammodes haagi Gebien, 1910	Gebien, 1910	species	Psammodes													
685	Ocnodes (Ocnodes) congruens Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
825	Ocnodes (Ocnodes) haemorrhoidalis salubris Koch, 1952	Koch, 1952	subsp.	Ocnodes			salubris										
1422	Trachynotus aeneus Solier, 1843	Solier, 1843	species	Trachynotus													
188	Psammodes barbatus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
1190	Ethmus (Ethmus) pygidialis Koch, 1954	Koch, 1954	species	Ethmus													
387	Psammophanes (Somalarabes) nogalus Koch, 1962	Koch, 1962	species	Psammophanes													
1053	Vieta aper Fairmaire, 1887	Fairmaire, 1887	species	Vieta													
